Transaction_ID;Office;Service_Type;Processing_Time;Status;Feedback;Date
340;Youssef El-Seddik Office;rental contract authentication;15;Completed;excellent staff;21/01/2026
341;Al-Breid El-Gon Office;general power of attorney (court cases);13;Completed;not satisfied;12/01/2026
342;El Fayoum Al-Dawahy Office;car sale power of attorney;10;Pending;good;15/01/2026
343;Senores Office;car operation authorization;15;Completed;average service;10/01/2026
344;Fayoum University Office;car operation authorization;14;Completed;good service;01/01/2026
345;Al-Breid El-Gon Office;general power of attorney (court cases);13;Completed;good service;21/01/2026
346;Youssef El-Seddik Office;vehicle inheritance contract;235;Completed;not satisfied;24/01/2026
347;El Fayoum Al-Dawahy Office;general comprehensive power of attorney (banks & others);12;Pending;not satisfied;25/01/2026
348;El Fayoum Al-Dawahy Office;general power of attorney (tax affairs);10;Pending;not satisfied;20/01/2026
349;Senores Office;vehicle inheritance contract;38.48291949;Pending;good;06/01/2026
350;Al-Breid El-Gon Office;rental contract authentication;30;Pending;satisfied;03/01/2026
351;Unknown;motorcycle sale power of attorney;13;Pending;very slow process;14/01/2026
352;Al-Breid El-Gon Office;general power of attorney (tax affairs);12;Completed;good service;31/01/2026
353;Tamiya Office;car operation authorization;12;Completed;not satisfied;03/01/2026
354;El Fayoum Al-Dawahy Office;car operation authorization;15;Completed;average service;11/01/2026
355;El Fayoum Al-Dawahy Office;general power of attorney (court cases);15;Completed;bad experience;20/01/2026
356;Fayoum University Office;vehicle inheritance contract;225;Pending;not satisfied;01/01/2026
357;Fayoum Model Office;general power of attorney (court cases);15;Pending;no feedback;30/01/2026
358;El Fayoum Al-Dawahy Office;car sale power of attorney;15;Completed;average service;16/01/2026
359;Youssef El-Seddik Office;car sale power of attorney;15;Pending;average service;07/01/2026
360;Youssef El-Seddik Office;motorcycle sale power of attorney;14;Completed;not satisfied;19/01/2026
361;Itsaa Office;motorcycle sale power of attorney;12;Pending;good;18/01/2026
362;Fayoum University Office;general power of attorney (tax affairs);15;Completed;not satisfied;04/01/2026
363;Tamiya Office;car sale power of attorney;12;Pending;average service;02/01/2026
364;Itsaa Office;general power of attorney (tax affairs);12;Completed;not satisfied;23/01/2026
365;Itsaa Office;general power of attorney (tax affairs);11;Pending;very slow process;20/01/2026
366;Fayoum University Office;rental contract authentication;19;Completed;average service;28/01/2026
367;Fayoum Model Office;rental contract authentication;28;Pending;bad experience;03/01/2026
368;Fayoum University Office;motorcycle sale power of attorney;10;Completed;good service;24/01/2026
369;Senores Office;car sale power of attorney;13;Completed;good;04/01/2026
370;Senores Office;rental contract authentication;29;Pending;average service;04/01/2026
371;Senores Office;vehicle inheritance contract;212;Completed;not satisfied;16/01/2026
372;Fayoum Model Office;general power of attorney (tax affairs);14;Pending;very slow process;29/01/2026
373;El Fayoum Al-Dawahy Office;motorcycle sale power of attorney;38.48291949;Completed;bad experience;02/01/2026
374;El Fayoum Al-Dawahy Office;car sale power of attorney;14;Pending;good;13/01/2026
375;Fayoum University Office;vehicle inheritance contract;227;Completed;bad experience;20/01/2026
376;Senores Office;general power of attorney (tax affairs);12;Pending;bad experience;19/01/2026
377;El Fayoum Al-Dawahy Office;rental contract authentication;18;Completed;not satisfied;05/01/2026
378;Tamiya Office;vehicle inheritance contract;214;Pending;no feedback;03/01/2026
379;Fayoum Model Office;motorcycle sale power of attorney;10;Completed;excellent staff;27/01/2026
380;Youssef El-Seddik Office;general power of attorney (court cases);10;Completed;good service;27/01/2026
381;Al-Breid El-Gon Office;general power of attorney (tax affairs);13;Completed;no feedback;10/01/2026
382;Youssef El-Seddik Office;vehicle inheritance contract;207;Pending;not satisfied;25/01/2026
383;Al-Breid El-Gon Office;general power of attorney (tax affairs);15;Pending;bad experience;12/01/2026
384;Itsaa Office;vehicle inheritance contract;38.48291949;Pending;satisfied;11/01/2026
385;Fayoum University Office;vehicle inheritance contract;225;Completed;very slow process;05/01/2026
386;Tamiya Office;car operation authorization;14;Pending;not satisfied;27/01/2026
387;Youssef El-Seddik Office;motorcycle sale power of attorney;15;Pending;excellent staff;23/01/2026
388;Fayoum University Office;general power of attorney (court cases);38.48291949;Pending;bad experience;23/01/2026
389;Itsaa Office;motorcycle sale power of attorney;13;Completed;excellent staff;04/01/2026
390;Senores Office;vehicle inheritance contract;220;Completed;bad experience;23/01/2026
391;Itsaa Office;car sale power of attorney;14;Completed;average service;29/01/2026
392;Tamiya Office;motorcycle sale power of attorney;14;Completed;no feedback;06/01/2026
393;Fayoum University Office;rental contract authentication;15;Completed;average service;16/01/2026
394;Senores Office;general comprehensive power of attorney (banks & others);15;Completed;good;01/01/2026
395;Fayoum Model Office;general comprehensive power of attorney (banks & others);14;Pending;satisfied;02/01/2026
396;Al-Breid El-Gon Office;general comprehensive power of attorney (banks & others);12;Pending;good service;31/01/2026
397;Itsaa Office;general comprehensive power of attorney (banks & others);13;Completed;good service;31/01/2026
398;Al-Breid El-Gon Office;rental contract authentication;15;Pending;good;27/01/2026
399;Al-Breid El-Gon Office;motorcycle sale power of attorney;13;Completed;excellent staff;08/01/2026
400;Tamiya Office;general comprehensive power of attorney (banks & others);14;Pending;no feedback;22/01/2026
401;Al-Breid El-Gon Office;car operation authorization;14;Pending;not satisfied;17/01/2026
402;Unknown;car operation authorization;10;Pending;no feedback;15/01/2026
403;Youssef El-Seddik Office;car operation authorization;38.48291949;Completed;excellent staff;04/01/2026
404;Itsaa Office;vehicle inheritance contract;197;Completed;good service;11/01/2026
405;El Fayoum Al-Dawahy Office;car sale power of attorney;10;Completed;not satisfied;04/01/2026
406;Fayoum Model Office;general power of attorney (tax affairs);11;Pending;no feedback;03/01/2026
407;Youssef El-Seddik Office;vehicle inheritance contract;210;Completed;excellent staff;17/01/2026
408;Al-Breid El-Gon Office;general power of attorney (court cases);15;Pending;good service;11/01/2026
409;El Fayoum Al-Dawahy Office;general power of attorney (court cases);11;Completed;not satisfied;07/01/2026
410;Fayoum University Office;general comprehensive power of attorney (banks & others);12;Completed;bad experience;31/01/2026
411;Fayoum Model Office;general comprehensive power of attorney (banks & others);15;Pending;bad experience;22/01/2026
412;Youssef El-Seddik Office;vehicle inheritance contract;203;Completed;not satisfied;18/01/2026
413;Fayoum University Office;general power of attorney (court cases);11;Completed;average service;22/01/2026
414;Itsaa Office;vehicle inheritance contract;211;Pending;bad experience;11/01/2026
415;El Fayoum Al-Dawahy Office;car operation authorization;15;Pending;good;01/01/2026
416;Itsaa Office;general power of attorney (court cases);11;Pending;good;14/01/2026
417;Al-Breid El-Gon Office;general comprehensive power of attorney (banks & others);12;Pending;very slow process;30/01/2026
418;Fayoum Model Office;rental contract authentication;24;Completed;bad experience;17/01/2026
419;Youssef El-Seddik Office;general power of attorney (court cases);11;Pending;no feedback;23/01/2026
420;Senores Office;general power of attorney (tax affairs);11;Completed;good;08/01/2026
421;Tamiya Office;motorcycle sale power of attorney;10;Completed;bad experience;22/01/2026
422;Fayoum University Office;motorcycle sale power of attorney;10;Completed;satisfied;07/01/2026
423;Fayoum University Office;general comprehensive power of attorney (banks & others);10;Pending;excellent staff;08/01/2026
424;Youssef El-Seddik Office;general power of attorney (court cases);12;Completed;very slow process;09/01/2026
425;Fayoum University Office;rental contract authentication;20;Completed;very slow process;21/01/2026
426;Al-Breid El-Gon Office;rental contract authentication;30;Completed;good;19/01/2026
427;Itsaa Office;general power of attorney (court cases);14;Pending;bad experience;28/01/2026
428;Youssef El-Seddik Office;rental contract authentication;24;Completed;excellent staff;03/01/2026
429;Fayoum Model Office;rental contract authentication;21;Pending;not satisfied;15/01/2026
430;Senores Office;car sale power of attorney;11;Pending;good;13/01/2026
431;Tamiya Office;general power of attorney (tax affairs);12;Completed;not satisfied;05/01/2026
432;Itsaa Office;car operation authorization;11;Completed;good service;15/01/2026
433;Tamiya Office;vehicle inheritance contract;204;Pending;good;06/01/2026
434;Senores Office;vehicle inheritance contract;203;Completed;average service;05/01/2026
435;Al-Breid El-Gon Office;vehicle inheritance contract;192;Completed;no feedback;30/01/2026
436;Itsaa Office;rental contract authentication;26;Pending;good service;30/01/2026
437;Fayoum Model Office;car operation authorization;11;Completed;satisfied;20/01/2026
438;Fayoum University Office;vehicle inheritance contract;186;Pending;bad experience;17/01/2026
439;Tamiya Office;car sale power of attorney;10;Completed;excellent staff;15/01/2026
440;Fayoum University Office;general comprehensive power of attorney (banks & others);13;Pending;excellent staff;26/01/2026
441;Tamiya Office;general power of attorney (tax affairs);14;Pending;good service;17/01/2026
442;Itsaa Office;car sale power of attorney;13;Completed;satisfied;12/01/2026
443;Fayoum University Office;general comprehensive power of attorney (banks & others);10;Pending;good;01/01/2026
444;Tamiya Office;car sale power of attorney;15;Completed;good;05/01/2026
445;Youssef El-Seddik Office;car operation authorization;15;Pending;very slow process;12/01/2026
446;Fayoum University Office;vehicle inheritance contract;191;Pending;no feedback;07/01/2026
447;Youssef El-Seddik Office;rental contract authentication;17;Completed;no feedback;02/01/2026
448;El Fayoum Al-Dawahy Office;motorcycle sale power of attorney;13;Pending;satisfied;25/01/2026
449;El Fayoum Al-Dawahy Office;rental contract authentication;16;Completed;good;20/01/2026
450;Fayoum Model Office;car sale power of attorney;11;Completed;not satisfied;16/01/2026
451;El Fayoum Al-Dawahy Office;vehicle inheritance contract;211;Completed;good;01/01/2026
452;Fayoum University Office;vehicle inheritance contract;202;Pending;good service;14/01/2026
453;Itsaa Office;general comprehensive power of attorney (banks & others);15;Completed;good service;12/01/2026
454;Senores Office;motorcycle sale power of attorney;12;Pending;average service;17/01/2026
455;Senores Office;vehicle inheritance contract;204;Pending;good service;02/01/2026
456;Al-Breid El-Gon Office;general power of attorney (court cases);11;Pending;not satisfied;16/01/2026
457;Senores Office;motorcycle sale power of attorney;15;Completed;very slow process;06/01/2026
458;Fayoum University Office;motorcycle sale power of attorney;14;Completed;excellent staff;20/01/2026
459;El Fayoum Al-Dawahy Office;motorcycle sale power of attorney;15;Pending;very slow process;09/01/2026
460;Tamiya Office;general power of attorney (tax affairs);38.48291949;Completed;very slow process;14/01/2026
